X	Y
337	1709.037
338	1710.546
339	1721.672
340	1718.692
341	1698.414
342	1711.992
343	1686.091
344	1698.631
345	1690.784
346	1690.210
347	1704.424
348	1687.372
349	1718.528
350	1689.205
351	1700.622
352	1699.141
353	1713.041
354	1704.874
355	1692.339
356	1684.032
357	1661.081
358	1673.964
359	1696.398
360	1670.838
361	1693.140
362	1701.074
363	1672.702
364	1672.090
365	1661.614
366	1669.977
367	1695.975
368	1667.277
369	1668.702
370	1666.547
371	1657.446
372	1669.060
373	1681.858
374	1703.739
375	1664.978
376	1681.429
377	1719.040
378	1694.048
379	1657.687
380	1665.659
381	1675.172
382	1661.331
383	1684.247
384	1662.703
385	1677.546
386	1674.032
387	1657.555
388	1686.775
389	1687.108
390	1661.946
391	1640.446
392	1677.926
393	1676.641
394	1689.958
395	1654.155
396	1705.484
397	1675.513
398	1655.306
399	1677.985
400	1678.549
401	1674.877
402	1673.355
403	1653.713
404	1661.372
405	1669.951
406	1654.368
407	1666.249
408	1656.376
409	1670.796
410	1662.070
411	1648.408
412	1670.073
413	1659.310
414	1670.030
415	1656.613
416	1693.124
417	1656.805
418	1665.249
419	1657.054
420	1671.178
421	1647.901
422	1640.754
423	1682.067
424	1675.959
425	1666.609
426	1664.788
427	1652.056
428	1651.661
429	1664.211
430	1959.481
431	2031.972
432	2072.006
433	567.070
434	1765.871
435	1780.843
436	1741.466
437	1723.568
438	1718.499
439	1676.166
440	1696.006
441	1675.638
442	1679.001
443	1708.093
444	1684.734
445	1696.318
446	1682.791
447	1707.409
448	1665.098
449	1674.152
450	1658.466
451	1657.190
452	1651.860
453	1641.865
454	1647.027
455	1652.948
456	1641.311
457	1649.512
458	1643.448
459	1638.343
460	1661.745
461	1618.685
462	1643.010
463	1658.850
464	1647.494
465	1641.252
466	1636.518
467	1652.141
468	1636.533
469	1650.764
470	1639.816
471	1632.558
472	1631.880
473	1647.597
474	1634.060
475	1619.389
476	1613.446
477	1612.788
478	1610.108
479	1633.612
480	1625.721
481	1625.971
482	1619.213
483	1636.880
484	1603.993
485	1616.166
486	1625.557
487	1619.268
488	1628.257
489	1626.266
490	1630.503
491	1626.191
492	1620.224
493	1615.442
494	1631.501
495	1613.585
496	1614.837
497	1620.161
498	1638.726
499	1621.448
500	1608.607
501	1592.956
502	1586.009
503	1598.859
504	1608.052
505	1615.883
506	1605.482
507	1614.794
508	1608.568
509	1608.670
510	1611.406
511	1626.040
512	1610.708
513	1606.292
514	1610.190
515	1615.938
516	1631.268
517	1607.141
518	1599.755
519	1580.105
520	1605.138
521	1594.705
522	1601.623
523	1609.480
524	1583.192
525	1588.739
526	1592.358
527	1607.944
528	1604.904
529	1614.051
530	1581.654
531	1614.172
532	1635.508
533	1587.692
534	1586.246
535	1627.203
536	1605.684
537	1601.039
538	1600.623
539	1597.193
540	1592.008
541	1592.965
542	1586.522
543	1599.647
544	1601.084
545	1574.990
546	1637.176
547	1597.712
548	1589.594
549	1607.554
550	1601.304
551	1586.353
552	1602.260
553	1589.652
554	1608.075
555	1592.860
556	1586.217
557	1602.488
558	1591.640
559	1606.064
560	1582.014
561	1595.978
562	1598.977
563	1589.415
564	1609.536
565	1577.637
566	1601.742
567	1599.185
568	1615.580
569	1577.928
570	1618.098
571	1591.542
572	1613.515
573	1617.904
574	1641.501
575	1603.509
576	1630.938
577	1605.824
578	1589.835
579	1625.137
580	0.000
