"Time","RelTime","Trial_ID","Larva_ID","Genotype","State","Transducer_factor","Pressure_Level","Plasmid","Period","FileName","CBF","Beat","CBF_MODA","PressVal"
64,34,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-12600.txt",16.3278634990611,1,10.93751,86.2254901960784
65,35,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-12800.txt",15.2021891152326,1,11.054955,85.6078431372549
66,36,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-13000.txt",17.6304654442877,1,11.07086,85.06
67,37,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-13200.txt",18.4723376743327,1,10.92925,84.4901960784314
68,38,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-13400.txt",18.3318056828598,1,10.997235,83.955
69,39,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-13600.txt",17.8922884236894,1,11.32978,83.4411764705882
70,40,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-13800.txt",18.7599662320608,1,11.087465,82.8529411764706
71,41,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-14000.txt",17.4216027874564,1,11.1592,97.89
72,42,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-14200.txt",16.1056530842326,1,10.994085,97.0294117647059
73,43,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-14400.txt",16.2575191025849,1,11.201355,95.2450980392157
74,44,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-14600.txt",13.8131086400995,1,10.807031,93.5343137254902
75,45,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-14800.txt",15.556938394524,1,10.7082095,91.8333333333333
76,46,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-15000.txt",18.5168039996297,1,10.682395,90.245
77,47,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-15200.txt",17.0328734457503,1,10.7078405,88.6323529411765
78,48,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-15400.txt",17.4034110685694,1,10.688075,86.75
79,49,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-15600.txt",15.0778393456218,1,10.4168595,85.9656862745098
80,50,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-15800.txt",16.9305002962838,1,10.3196385,85.3921568627451
81,51,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-16000.txt",18.9125295508274,1,10.544325,84.86
82,52,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-16200.txt",18.3511492407212,1,10.2705625,84.3186274509804
83,53,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-16400.txt",16.0423518087752,1,10.195301,83.7990196078431
84,54,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-16600.txt",15.938795027096,1,9.8784215,83.21
85,55,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-16800.txt",17.148246591786,1,9.810679,88
86,56,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-17000.txt",16.4379058107997,1,10.1758435,96.08
87,57,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-17200.txt",16.8010752688172,1,10.6173025,94.3627450980392
88,58,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-17400.txt",18.7599662320608,1,10.473034,84.3333333333333
89,59,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-17600.txt",16.443311682973,1,10.3115445,69.97
90,60,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","During_2","171022_M1_L1_E003_Kymo-1-24000_-17800.txt",13.8131086400995,1,10.83519,2.22058823529412
91,61,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-18000.txt",17.6959830118563,1,10.0177685,-0.655
92,62,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-18200.txt",18.1653042688465,1,10.064897,-0.754901960784314
93,63,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-18400.txt",14.8864905098623,1,10.133581,-0.750000000000001
94,64,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-18600.txt",NA,0,9.54753,-0.755
95,65,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-18800.txt",NA,0,10.4785305,-0.750000000000001
96,66,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-19000.txt",NA,0,10.666685,-0.765625
97,67,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-19200.txt",NA,0,10.863495,-0.760416666666668
98,68,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-19400.txt",NA,0,10.89103,-0.739795918367347
99,69,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-19600.txt",NA,0,10.7247275,-0.765625
100,70,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-19800.txt",NA,0,11.000805,-0.744791666666668
101,71,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-20000.txt",NA,0,10.806945,-0.760416666666668
102,72,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-20200.txt",NA,0,10.532775,-0.750000000000001
103,73,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-20400.txt",NA,0,10.165751,-0.755208333333333
104,74,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-20600.txt",NA,0,10.53439,-0.750000000000001
105,75,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-20800.txt",NA,0,10.273658,-0.755208333333333
106,76,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-21000.txt",NA,0,10.2058375,-0.755208333333333
107,77,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-21200.txt",NA,0,10.332986,-0.750000000000001
108,78,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-21400.txt",NA,0,10.1748695,-0.750000000000001
109,79,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-21600.txt",NA,0,9.5745525,-0.755208333333333
110,80,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-21800.txt",NA,0,8.939406,-0.76530612244898
111,81,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-22000.txt",NA,0,8.6771575,-0.76530612244898
112,82,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-22200.txt",13.910140492419,1,10.1348335,-0.760416666666668
113,83,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-22400.txt",18.1801654395055,1,10.873445,-0.750000000000001
114,84,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-22600.txt",18.4009568497562,1,10.4810725,-0.760416666666668
115,85,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-22800.txt",15.4906668732089,1,10.893665,-0.750000000000001
116,86,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-23000.txt",15.4691004718076,1,10.4310535,-0.755208333333333
117,87,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-23200.txt",16.4109296791663,1,10.4207135,-0.750000000000001
118,88,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-23400.txt",17.082336863683,1,10.442165,-0.750000000000001
119,89,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-23600.txt",16.3278634990611,1,10.4638935,-0.760416666666668
120,90,"171022_M1_L1_E003","171022_M1_L1","WT","positive",0.25,"85","pLB253","After","171022_M1_L1_E003_Kymo-1-24000_-23800.txt",19.7297030679688,1,NA,NA
1,-29,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-0.txt",15.3940886699507,1,NA,-0.272916666666667
2,-28,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-200.txt",17.2666839333506,1,10.00615,-0.290178571428572
3,-27,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-400.txt",16.1733786187935,1,10.253064,-0.274122807017544
4,-26,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-600.txt",NA,0,9.951088,-0.276785714285715
5,-25,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-800.txt",17.1806545829396,1,10.0402715,-0.270833333333333
6,-24,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-1000.txt",15.4404385084536,1,9.934804,-0.266509433962264
7,-23,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-1200.txt",15.6213387487308,1,9.9339255,-0.256944444444444
8,-22,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-1400.txt",17.5530981218185,1,10.106891,-0.245283018867925
9,-21,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-1600.txt",17.5407823188914,1,10.010374,-0.215277777777778
10,-20,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-1800.txt",13.8350857775318,1,10.029344,-0.224537037037037
11,-19,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-2000.txt",14.3874541399899,1,9.9847005,-0.216981132075472
12,-18,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-2200.txt",16.7574361122748,1,10.038633,-0.219907407407408
13,-17,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-2400.txt",16.3345311989546,1,9.8035695,-0.224056603773585
14,-16,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-2600.txt",15.9311773140035,1,10.1118555,-0.261574074074074
15,-15,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-2800.txt",15.3798831128883,1,10.3350525,-0.259433962264151
16,-14,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-3000.txt",13.1207767499836,1,9.9582475,-0.257075471698114
17,-13,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-3200.txt",17.3340266944011,1,9.877607,-0.25925925925926
18,-12,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-3400.txt",16.0423518087752,1,10.115163,-0.261792452830189
19,-11,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-3600.txt",18.3688464364438,1,9.7642245,-0.261574074074074
20,-10,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-3800.txt",17.619592987402,1,9.7711815,-0.265
21,-9,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-4000.txt",17.1130315735433,1,9.8591665,-0.262254901960784
22,-8,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-4200.txt",14.9622203935064,1,9.766311,-0.262254901960784
23,-7,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-4400.txt",15.60184101724,1,9.70141,-0.254901960784314
24,-6,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-4600.txt",16.6430889573105,1,9.630604,-0.245098039215687
25,-5,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-4800.txt",16.9577751399016,1,9.738929,-0.2025
26,-4,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-5000.txt",16.1368404066484,1,9.4019005,-0.198529411764706
27,-3,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-5200.txt",16.290624745459,1,9.4702185,-0.186274509803921
28,-2,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-5400.txt",16.5837479270315,1,9.4762065,-0.19
29,-1,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-5600.txt",NA,0,9.21636,-0.181372549019608
30,0,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","Before","171022_M1_L1_E004_Kymo-1-24000_-5800.txt",NA,0,10.2366795,-0.1875
31,1,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-6000.txt",NA,0,10.1776025,-0.191176470588236
32,2,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-6200.txt",NA,0,10.1868685,-0.20343137254902
33,3,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-6400.txt",NA,0,10.1447755,-0.1925
34,4,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-6600.txt",15.611583795176,1,10.147368,-0.178921568627451
35,5,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-6800.txt",NA,0,10.202099,-0.215
36,6,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-7000.txt",NA,0,9.8192615,-0.191176470588236
37,7,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-7200.txt",NA,0,9.802187,-0.186274509803921
38,8,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-7400.txt",NA,0,10.0293165,-0.19
39,9,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-7600.txt",NA,0,9.913996,-0.174019607843137
40,10,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-7800.txt",NA,0,9.9061235,-0.19
41,11,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-8000.txt",NA,0,9.688738,-0.174019607843137
42,12,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-8200.txt",NA,0,9.437704,-0.176470588235295
43,13,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-8400.txt",NA,0,9.5210115,-0.18
44,14,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-8600.txt",NA,0,9.6971175,-0.183823529411765
45,15,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-8800.txt",NA,0,9.6273775,-0.1825
46,16,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-9000.txt",NA,0,10.202206,-0.186274509803921
47,17,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-9200.txt",NA,0,9.305442,-0.169117647058824
48,18,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-9400.txt",NA,0,8.167797,-0.17
49,19,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-9600.txt",16.5043736590196,1,9.781657,-0.183823529411765
50,20,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-9800.txt",17.4794616325817,1,10.339165,-0.178921568627451
51,21,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-10000.txt",16.2061421278665,1,9.980841,-0.178921568627451
52,22,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-10200.txt",15.1607034566404,1,10.0210555,-0.181372549019608
53,23,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-10400.txt",17.3460537727667,1,10.0094425,-0.175
54,24,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-10600.txt",18.0505415162455,1,9.8639645,-0.16421568627451
55,25,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-10800.txt",16.7940213284071,1,9.887032,-0.161764705882353
56,26,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-11000.txt",18.7423859057258,1,9.888514,-0.16
57,27,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-11200.txt",14.2419710887987,1,10.1875405,-0.176470588235295
58,28,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-11400.txt",14.5137880986938,1,9.935592,-0.18
59,29,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-11600.txt",15.6801254410035,1,10.314914,-0.183823529411765
60,30,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_1","171022_M1_L1_E004_Kymo-1-24000_-11800.txt",16.5933792416826,1,10.1253295,-0.178921568627451
61,31,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-12000.txt",16.3345311989546,1,10.208367,-0.1675
62,32,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-12200.txt",17.4094707520891,1,10.0677595,-0.161764705882353
63,33,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-12400.txt",15.1045993505022,1,10.2515065,-0.1725
64,34,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-12600.txt",17.0140365801786,1,10.1837035,-0.166666666666667
65,35,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-12800.txt",16.1642285621919,1,10.2586625,-0.16421568627451
66,36,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-13000.txt",16.6306336271412,1,10.118977,-0.1525
67,37,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-13200.txt",17.2666839333506,1,10.02147,-0.159313725490196
68,38,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-13400.txt",16.4487211119335,1,10.4130135,-0.15
69,39,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-13600.txt",17.5646599042726,1,9.872793,-0.149509803921569
70,40,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-13800.txt",16.1056530842326,1,9.797737,-0.154411764705883
71,41,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-14000.txt",16.6099161199236,1,9.990072,-0.1575
72,42,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-14200.txt",15.9121648500278,1,9.8864105,-0.166666666666667
73,43,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-14400.txt",16.3800163800164,1,9.860149,-0.154411764705883
74,44,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-14600.txt",15.5086848635236,1,9.9457915,-0.161764705882353
75,45,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-14800.txt",16.739203213927,1,10.006514,-0.149509803921569
76,46,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-15000.txt",16.6847418036206,1,9.7608555,-0.15
77,47,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-15200.txt",15.60184101724,1,9.8529965,-0.159313725490196
78,48,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-15400.txt",17.6616036736136,1,9.0864915,-0.154411764705883
79,49,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-15600.txt",NA,0,9.5520055,-0.154411764705883
80,50,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-15800.txt",NA,0,10.117506,-0.151960784313725
81,51,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-16000.txt",14.2582162971412,1,10.1207575,-0.1625
82,52,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-16200.txt",12.4416796267496,1,10.1321575,-0.137254901960784
83,53,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-16400.txt",NA,0,10.187577,-0.149509803921569
84,54,"171022_M1_L1_E004","171022_M1_L1","WT","positive",0.125,"0","pLB253","During_2","171022_M1_L1_E004_Kymo-1-24000_-16600.txt",NA,0,9.960096,-0.165
