time	frame	PresV	UV
11013	301	0.47	0
11031	302	0.47	0
11051	303	0.47	0
11069	304	0.47	0
11087	305	0.47	0
11106	306	0.48	0
11125	307	0.47	0
11144	308	0.47	0
11162	309	0.47	0
11181	310	0.48	0
11200	310	0.47	0
11218	311	0.47	0
11237	312	0.47	0
11256	313	0.47	0
11275	314	0.48	0
11293	315	0.47	0
11312	316	0.47	0
11331	317	0.47	0
11350	318	0.47	0
11368	319	0.47	0
11387	320	0.47	0
11406	321	0.48	0
11424	322	0.47	0
11443	323	0.48	0
11462	324	0.47	0
11481	325	0.47	0
11499	325	0.47	0
11518	326	0.47	0
11537	327	0.47	0
11555	328	0.47	0
11574	329	0.48	0
11593	330	0.47	0
11612	331	0.47	0
11630	332	0.48	0
11650	333	0.47	0
11668	334	0.47	0
11686	335	0.47	0
11705	336	0.48	0
11724	337	0.48	0
11743	338	0.48	0
11761	339	0.47	0
11780	339	0.48	0
11799	340	0.48	0
11817	341	0.48	0
11836	342	0.47	0
11855	343	0.47	0
11874	344	0.47	0
11892	345	0.47	0
11911	346	0.47	0
11930	347	0.47	0
11949	348	0.47	0
11967	349	0.47	0
11986	350	0.48	0
12005	351	0.47	0
12023	352	0.47	0
12042	353	0.47	0
12061	354	0.48	0
12080	354	0.47	0
12098	355	0.47	0
12118	356	0.47	0
12136	357	0.47	0
12154	358	0.47	0
12173	359	0.47	0
12192	360	0.48	0
12211	361	0.47	0
12229	362	0.47	0
12249	363	0.47	0
12267	364	0.47	0
12285	365	0.47	0
12304	366	0.47	0
12323	367	0.47	0
12342	368	0.48	0
12360	368	0.47	0
12379	369	0.48	0
12398	370	0.47	0
12417	371	0.47	0
12435	372	0.48	0
12454	373	0.47	0
12473	374	0.47	0
12491	375	0.47	0
12510	376	0.47	0
12529	377	0.47	0
12548	378	0.47	0
12566	379	0.47	0
12585	380	0.48	0
12604	381	0.48	0
12622	382	0.48	0
12641	383	0.47	0
12660	383	0.48	0
12679	384	0.47	0
12697	385	0.47	0
12717	386	0.48	0
12735	387	0.48	0
12753	388	0.48	0
12772	389	0.48	0
12791	390	0.47	0
12810	391	0.48	0
12828	392	0.48	0
12848	393	0.48	0
12866	394	0.48	0
12884	395	0.47	0
12903	396	0.48	0
12922	397	0.48	0
12941	398	0.48	0
12959	398	0.48	0
12978	399	0.48	0
12997	400	0.47	0
13016	401	0.48	0
13034	402	0.47	0
